name,cmc,release_year,price,color,image
Investigator's Journal,2,2022,0.23,#8c8d8b,https://cards.scryfall.io/normal/front/6/1/61df987b-418a-40c9-8f21-2d8a1234db2d.jpg?1637191834
Jacob Hauken- Inspector // Hauken's Insight,2,2022,0.69,#341aff,https://cards.scryfall.io/normal/front/a/c/acf7b664-3e75-4018-81f6-2a14ab59f258.jpg?1641306192
Jadar- Ghoulcaller of Nephalia,2,2022,2.56,#000000,https://cards.scryfall.io/normal/front/9/2/92218f51-5b3f-4c4f-b472-7c03daaccc03.jpg?1637186022
Jerren- Corrupted Bishop // Ormendahl- the Corrupter,3,2022,0.53,#000000,https://cards.scryfall.io/normal/front/0/2/02cb5cfd-018e-4c5e-bef1-166262aa5f1d.jpg?1641306156
Katilda- Dawnhart Martyr // Katilda's Rising Dawn,3,2022,1.54,#ffffff,https://cards.scryfall.io/normal/front/a/9/a9891b7b-fc52-470c-9f74-292ae665f378.jpg?1641306232
Katilda- Dawnhart Prime,2,2022,0.72,#d78f42,https://cards.scryfall.io/normal/front/a/a/aabae294-a975-4950-a62d-f4a07b9b0724.jpg?1637190860
Kaya- Geist Hunter,3,2022,2.28,#d78f42,https://cards.scryfall.io/normal/front/9/1/9135b501-82be-43cb-9aa5-9cf08789c636.jpg?1637191372
Kessig Wolfrider,1,2022,0.17,#ff1a1a,https://cards.scryfall.io/normal/front/f/7/f76bddc3-f62e-4504-9703-8ed57acb90fa.jpg?1637188501
Lantern Flare,2,2022,0.24,#d78f42,https://cards.scryfall.io/normal/front/6/6/660313c5-7460-4ee0-8ead-0abb3d7ed7b6.jpg?1637183922
Lier- Disciple of the Drowned,5,2022,8.9,#341aff,https://cards.scryfall.io/normal/front/1/c/1c3790eb-456f-4118-be54-9ceb51087e71.jpg?1637184621
Liesa- Forgotten Archangel,5,2022,4.1,#d78f42,https://cards.scryfall.io/normal/front/4/7/471c2172-b4a7-4828-b9db-d51adf3606a8.jpg?1637190881
Light Up the Night,1,2022,0.29,#ff1a1a,https://cards.scryfall.io/normal/front/0/9/093370ef-c7b3-48f3-a521-b81d14eb8d9e.jpg?1637187522
Lord of the Forsaken,6,2022,0.85,#000000,https://cards.scryfall.io/normal/front/5/b/5bca294d-6df6-4580-874b-e9b7adf25cb8.jpg?1637186039
Ludevic- Necrogenius // Olag- Ludevic's Hubris,2,2022,0.23,#d78f42,https://cards.scryfall.io/normal/front/f/4/f410ae1c-02de-423e-a478-e1dea243ef1e.jpg?1619395458
Malevolent Hermit // Benevolent Geist,2,2022,2.7,#341aff,https://cards.scryfall.io/normal/front/a/c/acf7b664-3e75-4018-81f6-2a14ab59f258.jpg?1641306192
Manaform Hellkite,4,2022,3.36,#ff1a1a,https://cards.scryfall.io/normal/front/0/0/0087f7de-7065-4492-8fe9-f9a22c32a05d.jpg?1637188585
Mask of Griselbrand,3,2022,0.74,#000000,https://cards.scryfall.io/normal/front/f/e/fefa072d-3803-42cf-a853-b005b7270172.jpg?1637186061
Memory Deluge,4,2022,2.94,#341aff,https://cards.scryfall.io/normal/front/f/6/f6243d07-c98b-468d-bda0-4d300f885f92.jpg?1637184665
Mirrorhall Mimic // Ghastly Mimicry,4,2022,1.48,#341aff,https://cards.scryfall.io/normal/front/a/c/acf7b664-3e75-4018-81f6-2a14ab59f258.jpg?1641306192
Moonveil Regent,4,2022,1.43,#ff1a1a,https://cards.scryfall.io/normal/front/9/1/91653edc-9895-461a-a155-13c15b7a7e90.jpg?1637187583
Necroduality,4,2022,10.18,#341aff,https://cards.scryfall.io/normal/front/c/c/cc78906c-a62f-45dc-8786-e139767be36d.jpg?1637185275
Odric- Blood-Cursed,3,2022,0.24,#d78f42,https://cards.scryfall.io/normal/front/e/3/e3a463f6-975c-4bba-8dc1-5cf0ff874bb4.jpg?1637191437
Old Rutstein,3,2022,0.36,#d78f42,https://cards.scryfall.io/normal/front/2/b/2bda3765-c56f-4b27-83f8-d01e16265328.jpg?1637191460
Old Stickfingers,2,2022,0.57,#d78f42,https://cards.scryfall.io/normal/front/a/1/a1300687-7f19-4337-a03c-b9937fb19ee0.jpg?1637190913
Olivia- Crimson Bride,6,2022,6.22,#d78f42,https://cards.scryfall.io/normal/front/2/b/2b3b9c19-c563-4c83-a586-3d7a8b081b64.jpg?1637191483
Olivia's Attendants,6,2022,0.28,#ff1a1a,https://cards.scryfall.io/normal/front/f/4/f401ae72-1e0b-405f-8e15-fa309d9e35ba.jpg?1637188638
Overcharged Amalgam,4,2022,0.75,#341aff,https://cards.scryfall.io/normal/front/e/4/e43776e4-1d11-439d-9fc2-df306979ae25.jpg?1637185297
Overgrown Farmland,0,2022,5.01,#d78f42,https://cards.scryfall.io/normal/front/0/c/0c341a10-392e-4d99-99e9-b0fb18098489.jpg?1637191996
Patchwork Crawler,2,2022,0.24,#341aff,https://cards.scryfall.io/normal/front/9/8/98e95d60-997c-4c17-b268-9067d6cb7454.jpg?1637185313
Path of Peril,3,2022,0.82,#d78f42,https://cards.scryfall.io/normal/front/a/6/a6c70710-7390-46d6-9f37-71b23323bc4d.jpg?1637186978
Patrician Geist,3,2022,0.33,#341aff,https://cards.scryfall.io/normal/front/0/6/06d63512-eab5-4968-846b-1cd94d677108.jpg?1637184756
Pithing Needle,1,2022,0.93,#8c8d8b,https://cards.scryfall.io/normal/front/9/8/98044438-7534-41a9-944b-ea2e2d80fe9d.jpg?1637191679
Poppet Stitcher // Poppet Factory,3,2022,6.74,#341aff,https://cards.scryfall.io/normal/front/a/c/acf7b664-3e75-4018-81f6-2a14ab59f258.jpg?1641306192
Primal Adversary,3,2022,1.3,#087500,https://cards.scryfall.io/normal/front/3/1/31c98b7a-6631-427b-84cb-eda97bf8527a.jpg?1637189324
Reckless Stormseeker // Storm-Charged Slasher,3,2022,6.7,#ff1a1a,https://cards.scryfall.io/normal/front/5/3/53fb7b99-9e47-46a6-9c8a-88e28b5197f1.jpg?1641306121
Rem Karolus- Stalwart Slayer,3,2022,0.27,#d78f42,https://cards.scryfall.io/normal/front/a/7/a71f079c-9e92-4e66-9f76-4c26b25de8ad.jpg?1637196480
Rite of Harmony,2,2022,1.63,#d78f42,https://cards.scryfall.io/normal/front/e/5/e59de352-77a6-4336-9b3c-11290e0de0d3.jpg?1637190936
Rockfall Vale,0,2022,4.32,#d78f42,https://cards.scryfall.io/normal/front/a/7/a77ede1d-e9b0-4828-a161-04b787be0c81.jpg?1637192016
Runo Stromkirk // Krothuss- Lord of the Deep,3,2022,0.43,#d78f42,https://cards.scryfall.io/normal/front/f/4/f410ae1c-02de-423e-a478-e1dea243ef1e.jpg?1619395458
Saryth- the Viper's Fang,4,2022,3.22,#087500,https://cards.scryfall.io/normal/front/0/3/03182a2d-d7b4-4449-b93e-580cf9bb8dd2.jpg?1637189383
Savior of Ollenbock,3,2022,0.84,#ffffff,https://cards.scryfall.io/normal/front/d/1/d1867911-938e-4787-9c0f-9273ccb61247.jpg?1637184115
Shattered Sanctum,0,2022,8.98,#d78f42,https://cards.scryfall.io/normal/front/3/b/3b946b07-78f3-4546-947d-4b20f9e1b3ba.jpg?1637192120
Shipwreck Marsh,0,2022,5.66,#d78f42,https://cards.scryfall.io/normal/front/e/e/ee7b8c3b-3e8f-47dd-a189-1ba0c2f265b9.jpg?1637192034
Sigarda- Champion of Light,4,2022,1.56,#d78f42,https://cards.scryfall.io/normal/front/7/1/71af51dd-80dc-427a-a3fa-63d809580fde.jpg?1637191010
Sigarda's Splendor,4,2022,0.27,#ffffff,https://cards.scryfall.io/normal/front/b/4/b452258c-ea76-46da-a6ff-14e27b3b03de.jpg?1637183358
Sigarda's Summons,6,2022,0.33,#ffffff,https://cards.scryfall.io/normal/front/b/c/bc4cc4c4-2894-428c-b301-a88bf159ceeb.jpg?1637184171
Sigardian Savior,5,2022,0.72,#ffffff,https://cards.scryfall.io/normal/front/4/5/45b763f8-da38-4cef-933a-d8541745aec5.jpg?1637183379
Siphon Insight,2,2022,0.44,#d78f42,https://cards.scryfall.io/normal/front/0/3/03f0808c-4d30-4ec8-98b4-b0f1533861f1.jpg?1637191034
Slaughter Specialist,2,2022,0.31,#000000,https://cards.scryfall.io/normal/front/1/8/18386c30-b2c1-41b4-a3a6-90493d1c9c2d.jpg?1637186235
Slogurk- the Overslime,3,2022,0.48,#d78f42,https://cards.scryfall.io/normal/front/0/5/05c107dc-f915-4d29-a80f-9383c4564014.jpg?1637191055
Sludge Monster,5,2022,0.47,#341aff,https://cards.scryfall.io/normal/front/8/d/8d727725-b1b1-4c47-867c-678cb927e671.jpg?1637184850
Smoldering Egg // Ashmouth Dragon,2,2022,0.93,#ff1a1a,https://cards.scryfall.io/normal/front/5/3/53fb7b99-9e47-46a6-9c8a-88e28b5197f1.jpg?1641306121
Sorin the Mirthless,4,2022,11.08,#000000,https://cards.scryfall.io/normal/front/d/1/d1a38e25-297f-43e1-9455-73f00eb08cec.jpg?1637183290
Spectral Adversary,2,2022,2.62,#341aff,https://cards.scryfall.io/normal/front/9/d/9d747f25-93fc-4d12-861a-f47c0e5c1ea5.jpg?1637184870
Splendid Reclamation,4,2022,1.03,#087500,https://cards.scryfall.io/normal/front/8/b/8bb551b7-7ca7-48fe-a341-cf78334130da.jpg?1637190228
