name,cmc,release_year,price,color,image
Silent Sentinel,7,2015,0.12,#ffffff,https://cards.scryfall.io/normal/front/9/8/98e2d3e2-6128-46ec-9730-a278e703059b.jpg?1562707426
Solemn Simulacrum,4,2015,1.34,#8c8d8b,https://cards.scryfall.io/normal/front/0/d/0dbe2a29-86c6-436e-a5fb-901f0f9fe023.jpg?1562701260
Spinerock Knoll,0,2015,0.27,#ff1a1a,https://cards.scryfall.io/normal/front/4/8/48f09add-2ec3-4447-84d3-3a4b268b17ca.jpg?1562703877
Staff of Nin,6,2015,1.91,#8c8d8b,https://cards.scryfall.io/normal/front/f/f/ff83ba73-6e7f-4f60-a402-269eb83b0e79.jpg?1562712005
Steam Augury,4,2015,0.11,#d78f42,https://cards.scryfall.io/normal/front/3/b/3bb510af-2cc7-4992-aeef-556e8a63f146.jpg?1562703305
Stolen Goods,4,2015,0.26,#341aff,https://cards.scryfall.io/normal/front/5/7/57b6f501-a5f8-4a54-bd77-d9b11ab430ff.jpg?1562704524
Stroke of Genius,3,2015,2.84,#341aff,https://cards.scryfall.io/normal/front/5/e/5ecb5078-4439-4fdc-88e8-aac3becbbad8.jpg?1562704850
Sunrise Sovereign,6,2015,0.33,#ff1a1a,https://cards.scryfall.io/normal/front/9/b/9bface8b-1bdc-4b4b-b0b5-b584731bced8.jpg?1562707561
Sun Titan,6,2015,3.28,#ffffff,https://cards.scryfall.io/normal/front/d/4/d4019088-dbd9-4dc1-b7e3-24a99e5b3d34.jpg?1562710089
Sword of Vengeance,3,2015,0.3,#8c8d8b,https://cards.scryfall.io/normal/front/1/8/18f08967-e44e-4486-b028-b6423cfdf1be.jpg?1562701792
Synthetic Destiny,6,2015,0.2,#341aff,https://cards.scryfall.io/normal/front/6/a/6ab025e6-9ee7-45f0-b829-199637eb0038.jpg?1562705395
Talrand- Sky Summoner,4,2015,0.31,#341aff,https://cards.scryfall.io/normal/front/8/5/85c0d00b-7faf-4a1a-b439-49704f6f1349.jpg?1562706612
Taurean Mauler,3,2015,0.53,#ff1a1a,https://cards.scryfall.io/normal/front/d/0/d0fa1de5-589b-4686-8ba4-c6ebaa0f18cb.jpg?1562709952
Terastodon,8,2015,0.48,#087500,https://cards.scryfall.io/normal/front/7/3/73d94bf3-5a01-4244-ad12-3640afd12a7e.jpg?1562705852
Teysa- Envoy of Ghosts,7,2015,0.29,#d78f42,https://cards.scryfall.io/normal/front/3/5/352d056d-6e7d-4647-acd8-69eb6cdcdf51.jpg?1562702997
Thelonite Hermit,4,2015,0.21,#087500,https://cards.scryfall.io/normal/front/5/1/517b356a-67cc-44e1-a6aa-bbe8a3bb5512.jpg?1562704257
Thought Reflection,7,2015,0.4,#341aff,https://cards.scryfall.io/normal/front/4/5/45b3a8f4-ce60-44d2-a494-00d7267a254a.jpg?1562703765
Treasury Thrull,6,2015,0.17,#d78f42,https://cards.scryfall.io/normal/front/9/8/98a943d6-e79d-4956-82f1-8dfbe5abd643.jpg?1562707396
Underworld Connections,3,2015,0.27,#000000,https://cards.scryfall.io/normal/front/3/2/32ad8671-55f4-4081-af63-bfb55d71064f.jpg?1562702867
Urza's Incubator,3,2015,47.51,#8c8d8b,https://cards.scryfall.io/normal/front/f/a/fa0469f1-c347-445e-a684-b77f500c3893.jpg?1562711756
Urza's Rage,3,2015,0.12,#ff1a1a,https://cards.scryfall.io/normal/front/8/e/8ecb1e80-9514-4b96-ab06-3225ebe386d9.jpg?1562706981
Verdant Confluence,6,2015,1.2,#087500,https://cards.scryfall.io/normal/front/d/a/dada0427-aade-437f-bfca-410347f9ebe1.jpg?1562710391
Verdant Force,8,2015,0.32,#087500,https://cards.scryfall.io/normal/front/f/9/f9323856-8a5d-494a-9f0f-0727826a8b08.jpg?1562711709
Victory's Herald,6,2015,0.24,#ffffff,https://cards.scryfall.io/normal/front/d/8/d8e8f7ba-678d-461f-819c-99cf1f91af0d.jpg?1562710317
Viridian Zealot,2,2015,0.27,#087500,https://cards.scryfall.io/normal/front/2/1/21b87dd1-15e4-4816-9338-4cc9baba7472.jpg?1562702111
Vulturous Zombie,5,2015,0.25,#d78f42,https://cards.scryfall.io/normal/front/e/2/e2d7dfd5-7060-4975-9ccc-4f7fce5f7728.jpg?1562710744
Warstorm Surge,6,2015,0.49,#ff1a1a,https://cards.scryfall.io/normal/front/a/7/a7106636-53cd-42ce-acfc-a8d32ddbad84.jpg?1562708077
Word of Seizing,5,2015,0.19,#ff1a1a,https://cards.scryfall.io/normal/front/8/4/84260f0d-3484-4557-a5bd-8a10a82e9878.jpg?1562706564
Wretched Confluence,5,2015,1.41,#000000,https://cards.scryfall.io/normal/front/7/4/74f23770-7608-415f-ab46-25b9af2ce7c4.jpg?1562705919
