name,cmc,release_year,price,color,image
Steel Leaf Champion,3,2018,1.33,#087500,https://cards.scryfall.io/normal/front/2/4/24d8a688-79d4-49b9-ab0c-c7f5c9b551f4.jpg?1562732792
Sulfur Falls,0,2018,3.5,#d78f42,https://cards.scryfall.io/normal/front/6/b/6bc412fc-e9d4-4283-bd4a-811384e79b5c.jpg?1562737296
Sylvan Awakening,3,2018,1.26,#087500,https://cards.scryfall.io/normal/front/9/3/93ac4d3d-064e-459d-b3a4-6c0872a2da8c.jpg?1591104718
Teferi- Hero of Dominaria,5,2018,21.75,#d78f42,https://cards.scryfall.io/normal/front/5/d/5d10b752-d9cb-419d-a5c4-d4ee1acb655e.jpg?1562736365
Tempest Djinn,3,2018,0.2,#341aff,https://cards.scryfall.io/normal/front/3/a/3acc883b-3aea-4d0b-ae0f-00d4a08c47c1.jpg?1562734234
Territorial Allosaurus,4,2018,0.27,#087500,https://cards.scryfall.io/normal/front/3/d/3d8ac2b0-47ea-4aa3-bf24-c78227a0c913.jpg?1562734382
Teshar- Ancestor's Apostle,4,2018,0.35,#ffffff,https://cards.scryfall.io/normal/front/f/6/f6d115b4-51d5-4898-b56c-2729aa428018.jpg?1562745787
The Antiquities War,4,2018,0.3,#341aff,https://cards.scryfall.io/normal/front/b/b/bbda670a-00a7-419c-b4b5-bfdb323f006d.jpg?1562741999
The First Eruption,3,2018,0.09,#ff1a1a,https://cards.scryfall.io/normal/front/0/e/0efc241f-64b5-4e28-b14a-b3f19ca6e7b5.jpg?1562731396
The Mending of Dominaria,5,2018,0.37,#087500,https://cards.scryfall.io/normal/front/0/d/0d5e4d9a-34e1-46eb-814b-8e3bd4475b8a.jpg?1562731319
The Mirari Conjecture,5,2018,0.21,#341aff,https://cards.scryfall.io/normal/front/1/c/1c68954c-4bab-4973-9819-ecd084438303.jpg?1562732195
Thran Temporal Gateway,4,2018,0.92,#8c8d8b,https://cards.scryfall.io/normal/front/7/2/72806f4f-74e8-4621-92b0-5c63bb898884.jpg?1562737720
Torgaar- Famine Incarnate,8,2018,0.25,#000000,https://cards.scryfall.io/normal/front/c/a/cab46d5c-95dd-47a0-9f96-dde07d2f8b81.jpg?1562742911
Traxos- Scourge of Kroog,4,2018,0.4,#8c8d8b,https://cards.scryfall.io/normal/front/d/a/dab80216-3df7-4e4f-8732-16dd6cac6bcf.jpg?1562743954
Two-Headed Giant,4,2018,0.13,#ff1a1a,https://cards.scryfall.io/normal/front/6/f/6f86c365-3ce5-45e5-b610-6f2587f99b42.jpg?1562737530
Urza's Ruinous Blast,5,2018,1.42,#ffffff,https://cards.scryfall.io/normal/front/5/7/57b50a96-6221-44f0-b54a-76076621047e.jpg?1562736004
Verdant Force,8,2018,0.34,#087500,https://cards.scryfall.io/normal/front/1/d/1d972f97-1945-440b-8bd3-63038db22257.jpg?1562732288
Verix Bladewing,4,2018,1.19,#ff1a1a,https://cards.scryfall.io/normal/front/1/6/16db785c-cf82-4caa-aef6-8c61d9bec7c6.jpg?1562731856
Weatherlight,4,2018,0.83,#8c8d8b,https://cards.scryfall.io/normal/front/d/4/d4581fc0-551c-4ee5-bde0-65c2b8cdf1b7.jpg?1562743577
Woodland Cemetery,0,2018,4.23,#d78f42,https://cards.scryfall.io/normal/front/b/a/ba05cf47-9823-41f9-b893-321ea89e473e.jpg?1562741876
Yawgmoth's Vile Offering,5,2018,0.59,#000000,https://cards.scryfall.io/normal/front/b/f/bf9794a7-caf5-40b9-8046-67823ff64a2c.jpg?1665611825
Zahid- Djinn of the Lamp,6,2018,0.08,#341aff,https://cards.scryfall.io/normal/front/3/0/303ea0c1-cd97-4160-87df-646ad763f5fc.jpg?1562733537
